*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
110.000000	20964.8   	110.000000	20660.2   	110.000000	20664.7   	110.000000	20697.8   	110.000000	129.653   	110.000000	63.5477   	110.000000	107.041   	110.000000	89.9321   	110.000000	111.361   	
115.000000	22617     	115.000000	22305.3   	115.000000	22302.3   	115.000000	22340.1   	115.000000	139.658   	115.000000	68.2302   	115.000000	115.252   	115.000000	96.641    	115.000000	120.051   	
120.000000	24318.9   	120.000000	24000.4   	120.000000	23989.6   	120.000000	24032.4   	120.000000	149.924   	120.000000	73.0252   	120.000000	123.684   	120.000000	103.524   	120.000000	128.993   	
125.000000	26069.7   	125.000000	25744.4   	125.000000	25725.6   	125.000000	25773.7   	125.000000	160.443   	125.000000	77.9331   	125.000000	132.329   	125.000000	110.577   	125.000000	138.18    	
130.000000	27868.3   	130.000000	27536.4   	130.000000	27509.5   	130.000000	27563.1   	130.000000	171.21    	130.000000	82.95     	130.000000	141.183   	130.000000	117.795   	130.000000	147.608   	
135.000000	29714.1   	135.000000	29375.3   	135.000000	29340.4   	135.000000	29399.6   	135.000000	182.218   	135.000000	88.0736   	135.000000	150.239   	135.000000	125.175   	135.000000	157.272   	
140.000000	31606.3   	140.000000	31260.1   	140.000000	31217.2   	140.000000	31282.4   	140.000000	193.454   	140.000000	93.302    	140.000000	159.49    	140.000000	132.712   	140.000000	167.164   	
145.000000	33543.9   	145.000000	33190.1   	145.000000	33139     	145.000000	33210.6   	145.000000	204.911   	145.000000	98.6293   	145.000000	168.931   	145.000000	140.401   	145.000000	177.28    	
150.000000	35526.5   	150.000000	35164.2   	150.000000	35105.1   	150.000000	35183.3   	150.000000	216.587   	150.000000	104.054   	150.000000	178.557   	150.000000	148.24    	150.000000	187.616   	
155.000000	37581.7   	155.000000	37181.7   	155.000000	37114.8   	155.000000	37199.7   	155.000000	228.473   	155.000000	109.575   	155.000000	188.363   	155.000000	156.225   	155.000000	198.166   	
160.000000	39679.7   	160.000000	39241.7   	160.000000	39167.1   	160.000000	39259     	160.000000	240.559   	160.000000	115.187   	160.000000	198.342   	160.000000	164.351   	160.000000	208.926   	
165.000000	41818.6   	165.000000	41343.3   	165.000000	41261.4   	165.000000	41360.4   	165.000000	252.843   	165.000000	120.89    	165.000000	208.492   	165.000000	172.616   	165.000000	219.891   	
170.000000	43997.7   	170.000000	43485.9   	170.000000	43396.9   	170.000000	43503.3   	170.000000	265.318   	170.000000	126.683   	170.000000	218.806   	170.000000	181.017   	170.000000	231.058   	
175.000000	46216.2   	175.000000	45668.6   	175.000000	45572.8   	175.000000	45686.8   	175.000000	277.975   	175.000000	132.563   	175.000000	229.28    	175.000000	189.549   	175.000000	242.42    	
180.000000	48473.5   	180.000000	47890.7   	180.000000	47788.2   	180.000000	47910.2   	180.000000	290.807   	180.000000	138.523   	180.000000	239.908   	180.000000	198.208   	180.000000	253.973   	
185.000000	50768.8   	185.000000	50151.4   	185.000000	50042.5   	185.000000	50172.8   	185.000000	303.809   	185.000000	144.562   	185.000000	250.686   	185.000000	206.993   	185.000000	265.714   	
190.000000	53101.6   	190.000000	52450.2   	190.000000	52335.3   	190.000000	52474     	190.000000	316.979   	190.000000	150.682   	190.000000	261.611   	190.000000	215.9     	190.000000	277.638   	
195.000000	55471.2   	195.000000	54786.2   	195.000000	54665.8   	195.000000	54813     	195.000000	330.312   	195.000000	156.882   	195.000000	272.679   	195.000000	224.928   	195.000000	289.743   	
200.000000	57877     	200.000000	57158.9   	200.000000	57033.2   	200.000000	57189.3   	200.000000	343.799   	200.000000	163.156   	200.000000	283.884   	200.000000	234.072   	200.000000	302.023   	
210.000000	62794.8   	210.000000	62011.5   	210.000000	61876.7   	210.000000	62051.1   	210.000000	371.218   	210.000000	175.923   	210.000000	306.694   	210.000000	252.698   	210.000000	327.095   	
220.000000	67850.2   	220.000000	67003.1   	220.000000	66861     	220.000000	67054.4   	220.000000	399.203   	220.000000	188.981   	220.000000	330.011   	220.000000	271.759   	220.000000	352.828   	
230.000000	73039.1   	230.000000	72129     	230.000000	71981.3   	230.000000	72194.6   	230.000000	427.711   	230.000000	202.302   	230.000000	353.805   	230.000000	291.234   	230.000000	379.191   	
240.000000	78357.3   	240.000000	77384.7   	240.000000	77233.4   	240.000000	77467.2   	240.000000	456.715   	240.000000	215.881   	240.000000	378.051   	240.000000	311.105   	240.000000	406.16    	
250.000000	83800.7   	250.000000	82765.8   	250.000000	82612.6   	250.000000	82867.9   	250.000000	486.172   	250.000000	229.702   	250.000000	402.72    	250.000000	331.351   	250.000000	433.707   	
260.000000	89365.7   	260.000000	88268.4   	260.000000	88114.7   	260.000000	88392.7   	260.000000	516.052   	260.000000	243.757   	260.000000	427.788   	260.000000	351.955   	260.000000	461.807   	
270.000000	95048.6   	270.000000	93888.4   	270.000000	93736.5   	270.000000	94037.5   	270.000000	546.335   	270.000000	258.041   	270.000000	453.235   	270.000000	372.903   	270.000000	490.44    	
280.000000	100846    	280.000000	99622.3   	280.000000	99473.9   	280.000000	99798.8   	280.000000	576.988   	280.000000	272.542   	280.000000	479.036   	280.000000	394.178   	280.000000	519.583   	
290.000000	106755    	290.000000	105466    	290.000000	105323    	290.000000	105673    	290.000000	607.986   	290.000000	287.253   	290.000000	505.171   	290.000000	415.764   	290.000000	549.213   	
300.000000	112772    	300.000000	111417    	300.000000	111281    	300.000000	111656    	300.000000	639.308   	300.000000	302.166   	300.000000	531.623   	300.000000	437.649   	300.000000	579.313   	
310.000000	118893    	310.000000	117472    	310.000000	117345    	310.000000	117745    	310.000000	670.924   	310.000000	317.258   	310.000000	558.368   	310.000000	459.817   	310.000000	609.859   	
320.000000	125117    	320.000000	123627    	320.000000	123510    	320.000000	123937    	320.000000	702.816   	320.000000	332.535   	320.000000	585.393   	320.000000	482.257   	320.000000	640.837   	
330.000000	131441    	330.000000	129879    	330.000000	129775    	330.000000	130229    	330.000000	734.966   	330.000000	347.993   	330.000000	612.68    	330.000000	504.956   	330.000000	672.227   	
340.000000	137861    	340.000000	136226    	340.000000	136135    	340.000000	136617    	340.000000	767.347   	340.000000	363.611   	340.000000	640.209   	340.000000	527.9     	340.000000	704.01    	
350.000000	144375    	350.000000	142664    	350.000000	142589    	350.000000	143099    	350.000000	799.945   	350.000000	379.384   	350.000000	667.969   	350.000000	551.079   	350.000000	736.17    	
360.000000	150981    	360.000000	149192    	360.000000	149133    	360.000000	149672    	360.000000	832.745   	360.000000	395.312   	360.000000	695.944   	360.000000	574.484   	360.000000	768.695   	
370.000000	157676    	370.000000	155806    	370.000000	155766    	370.000000	156334    	370.000000	865.723   	370.000000	411.395   	370.000000	724.119   	370.000000	598.1     	370.000000	801.564   	
380.000000	164459    	380.000000	162505    	380.000000	162483    	380.000000	163081    	380.000000	898.865   	380.000000	427.628   	380.000000	752.481   	380.000000	621.92    	380.000000	834.764   	
390.000000	171326    	390.000000	169285    	390.000000	169283    	390.000000	169912    	390.000000	932.163   	390.000000	443.999   	390.000000	781.019   	390.000000	645.935   	390.000000	868.283   	
400.000000	178275    	400.000000	176145    	400.000000	176164    	400.000000	176824    	400.000000	965.598   	400.000000	460.5     	400.000000	809.721   	400.000000	670.134   	400.000000	902.106   	
410.000000	185305    	410.000000	183081    	410.000000	183123    	410.000000	183814    	410.000000	999.151   	410.000000	477.124   	410.000000	838.571   	410.000000	694.507   	410.000000	936.218   	
420.000000	192413    	420.000000	190093    	420.000000	190157    	420.000000	190881    	420.000000	1032.81   	420.000000	493.874   	420.000000	867.562   	420.000000	719.047   	420.000000	970.607   	
430.000000	199598    	430.000000	197178    	430.000000	197266    	430.000000	198022    	430.000000	1066.58   	430.000000	510.745   	430.000000	896.684   	430.000000	743.747   	430.000000	1005.26   	
440.000000	206857    	440.000000	204335    	440.000000	204446    	440.000000	205235    	440.000000	1100.43   	440.000000	527.725   	440.000000	925.926   	440.000000	768.598   	440.000000	1040.18   	
450.000000	214190    	450.000000	211560    	450.000000	211696    	450.000000	212519    	450.000000	1134.36   	450.000000	544.804   	450.000000	955.277   	450.000000	793.591   	450.000000	1075.33   	
460.000000	221593    	460.000000	218853    	460.000000	219014    	460.000000	219870    	460.000000	1168.35   	460.000000	561.982   	460.000000	984.729   	460.000000	818.72    	460.000000	1110.71   	
