*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
3.500000	59.5607   	3.500000	55.1054   	3.500000	56.7118   	3.500000	56.7118   	3.500000	0.390867  	3.500000	0.27219   	3.500000	0.524697  	3.500000	0.558147  	3.500000	0.526498  	
4.000000	71.5595   	4.000000	67.0621   	4.000000	68.5811   	4.000000	68.5811   	4.000000	0.475111  	4.000000	0.325171  	4.000000	0.600673  	4.000000	0.636685  	4.000000	0.603582  	
4.500000	84.4803   	4.500000	79.9679   	4.500000	81.4167   	4.500000	81.4167   	4.500000	0.567051  	4.500000	0.382074  	4.500000	0.682247  	4.500000	0.72021   	4.500000	0.686454  	
5.000000	98.3083   	5.000000	93.7982   	5.000000	95.2014   	5.000000	95.2014   	5.000000	0.666496  	5.000000	0.442739  	5.000000	0.769557  	5.000000	0.808799  	5.000000	0.775231  	
5.500000	113.029   	5.500000	108.532   	5.500000	109.918   	5.500000	109.918   	5.500000	0.773246  	5.500000	0.507029  	5.500000	0.862643  	5.500000	0.902458  	5.500000	0.869944  	
6.000000	128.63    	6.000000	124.15    	6.000000	125.548   	6.000000	125.548   	6.000000	0.88711   	6.000000	0.574814  	6.000000	0.961438  	6.000000	1.00111   	6.000000	0.970523  	
6.500000	145.097   	6.500000	140.636   	6.500000	142.075   	6.500000	142.075   	6.500000	1.00791   	6.500000	0.645973  	6.500000	1.06592   	6.500000	1.10472   	6.500000	1.07694   	
7.000000	162.419   	7.000000	157.972   	7.000000	159.484   	7.000000	159.484   	7.000000	1.13547   	7.000000	0.720394  	7.000000	1.17596   	7.000000	1.21315   	7.000000	1.18906   	
7.500000	180.585   	7.500000	176.145   	7.500000	177.76    	7.500000	177.76    	7.500000	1.26965   	7.500000	0.797979  	7.500000	1.29147   	7.500000	1.32631   	7.500000	1.30679   	
8.000000	199.583   	8.000000	195.139   	8.000000	196.889   	8.000000	196.889   	8.000000	1.4103    	8.000000	0.878642  	8.000000	1.41233   	8.000000	1.44408   	8.000000	1.43002   	
8.500000	219.405   	8.500000	214.943   	8.500000	216.857   	8.500000	216.857   	8.500000	1.5573    	8.500000	0.962312  	8.500000	1.53846   	8.500000	1.56636   	8.500000	1.55863   	
9.000000	240.039   	9.000000	235.545   	9.000000	237.653   	9.000000	237.653   	9.000000	1.71054   	9.000000	1.04892   	9.000000	1.66975   	9.000000	1.69306   	9.000000	1.69255   	
9.500000	261.478   	9.500000	256.932   	9.500000	259.266   	9.500000	259.266   	9.500000	1.8699    	9.500000	1.13837   	9.500000	1.8061    	9.500000	1.82406   	9.500000	1.83167   	
10.000000	283.712   	10.000000	279.089   	10.000000	281.684   	10.000000	281.684   	10.000000	2.03529   	10.000000	1.23061   	10.000000	1.94742   	10.000000	1.95927   	10.000000	1.97587   	
11.000000	330.535   	11.000000	325.233   	11.000000	328.826   	11.000000	328.814   	11.000000	2.38229   	11.000000	1.42327   	11.000000	2.24396   	11.000000	2.24139   	11.000000	2.27856   	
12.000000	380.448   	12.000000	374.081   	12.000000	378.932   	12.000000	378.887   	12.000000	2.74963   	12.000000	1.62862   	12.000000	2.55806   	12.000000	2.53819   	12.000000	2.59928   	
13.000000	433.393   	13.000000	425.638   	13.000000	431.939   	13.000000	431.844   	13.000000	3.13705   	13.000000	1.84625   	13.000000	2.88887   	13.000000	2.84897   	13.000000	2.93732   	
14.000000	489.319   	14.000000	479.899   	14.000000	487.787   	14.000000	487.627   	14.000000	3.54427   	14.000000	2.07508   	14.000000	3.23001   	14.000000	3.17323   	14.000000	3.28653   	
15.000000	548.18    	15.000000	536.853   	15.000000	546.424   	15.000000	546.186   	15.000000	3.97099   	15.000000	2.31447   	15.000000	3.58797   	15.000000	3.51054   	15.000000	3.65266   	
16.000000	609.929   	16.000000	596.488   	16.000000	607.801   	16.000000	607.476   	16.000000	4.41691   	16.000000	2.5639    	16.000000	3.96213   	16.000000	3.86052   	16.000000	4.03544   	
17.000000	674.525   	17.000000	658.789   	17.000000	671.872   	17.000000	671.453   	17.000000	4.88173   	17.000000	2.82277   	17.000000	4.35204   	17.000000	4.21875   	17.000000	4.43441   	
18.000000	741.928   	18.000000	723.739   	18.000000	738.595   	18.000000	738.076   	18.000000	5.36513   	18.000000	3.09068   	18.000000	4.7573    	18.000000	4.58821   	18.000000	4.84918   	
19.000000	812.103   	19.000000	791.32    	19.000000	807.931   	19.000000	807.309   	19.000000	5.86688   	19.000000	3.36734   	19.000000	5.17755   	19.000000	4.97002   	19.000000	5.27941   	
20.000000	885.013   	20.000000	861.515   	20.000000	879.848   	20.000000	879.117   	20.000000	6.38675   	20.000000	3.65253   	20.000000	5.61251   	20.000000	5.36389   	20.000000	5.72483   	
21.000000	960.625   	21.000000	934.306   	21.000000	954.313   	21.000000	953.468   	21.000000	6.92455   	21.000000	3.94605   	21.000000	6.06195   	21.000000	5.76955   	21.000000	6.18518   	
22.000000	1038.91   	22.000000	1009.67   	22.000000	1031.3    	22.000000	1030.34   	22.000000	7.48013   	22.000000	4.24775   	22.000000	6.52565   	22.000000	6.18681   	22.000000	6.66027   	
23.000000	1119.83   	23.000000	1087.6    	23.000000	1110.77   	23.000000	1109.69   	23.000000	8.05305   	23.000000	4.55734   	23.000000	7.00331   	23.000000	6.61539   	23.000000	7.14982   	
24.000000	1203.36   	24.000000	1168.07   	24.000000	1192.68   	24.000000	1191.5    	24.000000	8.64298   	24.000000	4.8746    	24.000000	7.49467   	24.000000	7.05502   	24.000000	7.65355   	
25.000000	1289.48   	25.000000	1251.06   	25.000000	1277.02   	25.000000	1275.73   	25.000000	9.24975   	25.000000	5.19941   	25.000000	7.99955   	25.000000	7.50553   	25.000000	8.17129   	
27.000000	1469.36   	27.000000	1424.53   	27.000000	1452.85   	27.000000	1451.36   	27.000000	10.513    	27.000000	5.87115   	27.000000	9.04908   	27.000000	8.4385    	27.000000	9.24807   	
29.000000	1659.27   	29.000000	1607.89   	29.000000	1638.05   	29.000000	1636.38   	29.000000	11.8409   	29.000000	6.57144   	29.000000	10.1503   	29.000000	9.41284   	29.000000	10.3786   	
31.000000	1859.02   	31.000000	1800.99   	31.000000	1832.49   	31.000000	1830.69   	31.000000	13.2332   	31.000000	7.30011   	31.000000	11.3026   	31.000000	10.4278   	31.000000	11.5623   	
33.000000	2068.44   	33.000000	2003.71   	33.000000	2036.44   	33.000000	2034.56   	33.000000	14.6973   	33.000000	8.06051   	33.000000	12.5083   	33.000000	11.4855   	33.000000	12.8017   	
35.000000	2287.36   	35.000000	2215.91   	35.000000	2249.83   	35.000000	2247.92   	35.000000	16.2329   	35.000000	8.85262   	35.000000	13.7678   	35.000000	12.5859   	35.000000	14.0972   	
38.000000	2633.22   	38.000000	2551.72   	38.000000	2587.32   	38.000000	2585.43   	38.000000	18.6664   	38.000000	10.0984   	38.000000	15.7562   	38.000000	14.3154   	38.000000	16.1443   	
41.000000	2999.63   	41.000000	2908.2    	41.000000	2945.24   	41.000000	2943.51   	41.000000	21.2498   	41.000000	11.4097   	41.000000	17.8612   	41.000000	16.1374   	41.000000	18.3135   	
44.000000	3386.13   	44.000000	3284.96   	44.000000	3323.22   	44.000000	3321.73   	44.000000	23.9794   	44.000000	12.7854   	44.000000	20.0804   	44.000000	18.0499   	44.000000	20.6029   	
47.000000	3792.32   	47.000000	3681.63   	47.000000	3720.87   	47.000000	3719.7    	47.000000	26.8506   	47.000000	14.2221   	47.000000	22.4113   	47.000000	20.0508   	47.000000	23.01     	
50.000000	4217.79   	50.000000	4097.86   	50.000000	4137.83   	50.000000	4137.06   	50.000000	29.8594   	50.000000	15.718    	50.000000	24.8512   	50.000000	22.1378   	50.000000	25.5326   	
55.000000	4968.78   	55.000000	4834.14   	55.000000	4874.66   	55.000000	4874.78   	55.000000	35.1688   	55.000000	18.338    	55.000000	29.153    	55.000000	25.8017   	55.000000	29.9866   	
60.000000	5770.75   	60.000000	5622.34   	60.000000	5662.51   	60.000000	5663.89   	60.000000	40.8321   	60.000000	21.1102   	60.000000	33.7384   	60.000000	29.6891   	60.000000	34.7435   	
65.000000	6622.25   	65.000000	6461.06   	65.000000	6500.24   	65.000000	6502.99   	65.000000	46.8402   	65.000000	24.0287   	65.000000	38.5994   	65.000000	33.7934   	65.000000	39.7959   	
70.000000	7521.96   	70.000000	7348.98   	70.000000	7386.44   	70.000000	7390.8    	70.000000	53.1776   	70.000000	27.0883   	70.000000	43.7253   	70.000000	38.1063   	70.000000	45.1342   	
75.000000	8468.62   	75.000000	8284.85   	75.000000	8319.89   	75.000000	8326.11   	75.000000	59.8315   	75.000000	30.2826   	75.000000	49.107    	75.000000	42.6205   	75.000000	50.75     	
80.000000	9461.11   	80.000000	9267.48   	80.000000	9299.43   	80.000000	9307.78   	80.000000	66.7906   	80.000000	33.6084   	80.000000	54.7358   	80.000000	47.3294   	80.000000	56.6356   	
85.000000	10498.3   	85.000000	10295.7   	85.000000	10324     	85.000000	10334.7   	85.000000	74.0437   	85.000000	37.0589   	85.000000	60.6035   	85.000000	52.2269   	85.000000	62.7836   	
90.000000	11579.3   	90.000000	11368.5   	90.000000	11392.6   	90.000000	11405.9   	90.000000	81.5833   	90.000000	40.6318   	90.000000	66.7035   	90.000000	57.3077   	90.000000	69.188    	
95.000000	12703     	95.000000	12484.8   	95.000000	12504.4   	95.000000	12520.4   	95.000000	89.399    	95.000000	44.3233   	95.000000	73.0284   	95.000000	62.5665   	95.000000	75.8422   	
100.000000	13868.7   	100.000000	13643.6   	100.000000	13658.2   	100.000000	13677.2   	100.000000	97.4793   	100.000000	48.129    	100.000000	79.5703   	100.000000	67.9973   	100.000000	82.7391   	
105.000000	15075.3   	105.000000	14844     	105.000000	14853.1   	105.000000	14875.5   	105.000000	105.815   	105.000000	52.0457   	105.000000	86.3223   	105.000000	73.5953   	105.000000	89.8724   	
110.000000	16322.2   	110.000000	16085     	110.000000	16088.5   	110.000000	16114.3   	110.000000	114.4     	110.000000	56.0716   	110.000000	93.279    	110.000000	79.3562   	110.000000	97.2373   	
115.000000	17608.5   	115.000000	17365.8   	115.000000	17363.5   	115.000000	17392.9   	115.000000	123.228   	115.000000	60.2033   	115.000000	100.435   	115.000000	85.276    	115.000000	104.829   	
120.000000	18933.5   	120.000000	18685.5   	120.000000	18677.1   	120.000000	18710.4   	120.000000	132.286   	120.000000	64.4341   	120.000000	107.782   	120.000000	91.3496   	120.000000	112.64    	
125.000000	20296.6   	125.000000	20043.3   	125.000000	20028.7   	125.000000	20066.1   	125.000000	141.568   	125.000000	68.7647   	125.000000	115.316   	125.000000	97.5728   	125.000000	120.666   	
130.000000	21696.9   	130.000000	21438.5   	130.000000	21417.6   	130.000000	21459.2   	130.000000	151.068   	130.000000	73.1914   	130.000000	123.031   	130.000000	103.942   	130.000000	128.903   	
135.000000	23134     	135.000000	22870.1   	135.000000	22843     	135.000000	22889.1   	135.000000	160.781   	135.000000	77.7122   	135.000000	130.923   	135.000000	110.455   	135.000000	137.346   	
140.000000	24607.1   	140.000000	24337.6   	140.000000	24304.2   	140.000000	24354.9   	140.000000	170.695   	140.000000	82.3255   	140.000000	138.985   	140.000000	117.105   	140.000000	145.988   	
145.000000	26115.7   	145.000000	25840.2   	145.000000	25800.4   	145.000000	25856.1   	145.000000	180.805   	145.000000	87.0261   	145.000000	147.212   	145.000000	123.89    	145.000000	154.827   	
150.000000	27659.2   	150.000000	27377.1   	150.000000	27331.1   	150.000000	27392     	150.000000	191.107   	150.000000	91.8127   	150.000000	155.6     	150.000000	130.807   	150.000000	163.857   	
155.000000	29259.3   	155.000000	28947.8   	155.000000	28895.8   	155.000000	28961.8   	155.000000	201.594   	155.000000	96.6837   	155.000000	164.145   	155.000000	137.853   	155.000000	173.076   	
160.000000	30892.7   	160.000000	30551.6   	160.000000	30493.6   	160.000000	30565.1   	160.000000	212.259   	160.000000	101.636   	160.000000	172.842   	160.000000	145.023   	160.000000	182.478   	
165.000000	32557.9   	165.000000	32187.9   	165.000000	32124.1   	165.000000	32201.2   	165.000000	223.097   	165.000000	106.668   	165.000000	181.686   	165.000000	152.316   	165.000000	192.059   	
170.000000	34254.4   	170.000000	33856     	170.000000	33786.7   	170.000000	33869.5   	170.000000	234.104   	170.000000	111.78    	170.000000	190.675   	170.000000	159.729   	170.000000	201.816   	
175.000000	35981.6   	175.000000	35555.3   	175.000000	35480.7   	175.000000	35569.5   	175.000000	245.272   	175.000000	116.967   	175.000000	199.802   	175.000000	167.257   	175.000000	211.745   	
180.000000	37739.1   	180.000000	37285.3   	180.000000	37205.5   	180.000000	37300.5   	180.000000	256.595   	180.000000	122.227   	180.000000	209.063   	180.000000	174.898   	180.000000	221.84    	
185.000000	39526.1   	185.000000	39045.4   	185.000000	38960.6   	185.000000	39062.1   	185.000000	268.068   	185.000000	127.555   	185.000000	218.456   	185.000000	182.65    	185.000000	232.099   	
190.000000	41342.3   	190.000000	40835.1   	190.000000	40745.7   	190.000000	40853.7   	190.000000	279.688   	190.000000	132.955   	190.000000	227.976   	190.000000	190.51    	190.000000	242.52    	
195.000000	43187.2   	195.000000	42653.8   	195.000000	42560.1   	195.000000	42674.7   	195.000000	291.452   	195.000000	138.426   	195.000000	237.621   	195.000000	198.475   	195.000000	253.098   	
200.000000	45060.2   	200.000000	44501.1   	200.000000	44403.3   	200.000000	44524.8   	200.000000	303.353   	200.000000	143.962   	200.000000	247.386   	200.000000	206.544   	200.000000	263.829   	
210.000000	48888.9   	210.000000	48279.1   	210.000000	48174.2   	210.000000	48309.9   	210.000000	327.546   	210.000000	155.227   	210.000000	267.262   	210.000000	222.979   	210.000000	285.74    	
220.000000	52824.9   	220.000000	52165.4   	220.000000	52054.7   	220.000000	52205.3   	220.000000	352.239   	220.000000	166.748   	220.000000	287.582   	220.000000	239.799   	220.000000	308.228   	
230.000000	56864.7   	230.000000	56156.1   	230.000000	56041.1   	230.000000	56207.2   	230.000000	377.393   	230.000000	178.502   	230.000000	308.316   	230.000000	256.983   	230.000000	331.268   	
240.000000	61005.1   	240.000000	60247.9   	240.000000	60130.2   	240.000000	60312.1   	240.000000	402.985   	240.000000	190.484   	240.000000	329.445   	240.000000	274.517   	240.000000	354.839   	
250.000000	65243.1   	250.000000	64437.4   	250.000000	64318.1   	250.000000	64516.9   	250.000000	428.976   	250.000000	202.679   	250.000000	350.942   	250.000000	292.382   	250.000000	378.915   	
260.000000	69575.7   	260.000000	68721.4   	260.000000	68601.8   	260.000000	68818.2   	260.000000	455.341   	260.000000	215.081   	260.000000	372.787   	260.000000	310.563   	260.000000	403.474   	
270.000000	74000.2   	270.000000	73096.9   	270.000000	72978.7   	270.000000	73213     	270.000000	482.062   	270.000000	227.684   	270.000000	394.962   	270.000000	329.047   	270.000000	428.501   	
280.000000	78513.8   	280.000000	77561     	280.000000	77445.5   	280.000000	77698.4   	280.000000	509.109   	280.000000	240.479   	280.000000	417.446   	280.000000	347.82    	280.000000	453.973   	
290.000000	83114     	290.000000	82110.9   	290.000000	81999.5   	290.000000	82271.6   	290.000000	536.46    	290.000000	253.459   	290.000000	440.221   	290.000000	366.867   	290.000000	479.872   	
300.000000	87798.4   	300.000000	86744     	300.000000	86638.3   	300.000000	86929.9   	300.000000	564.097   	300.000000	266.618   	300.000000	463.271   	300.000000	386.179   	300.000000	506.182   	
310.000000	92564.5   	310.000000	91457.7   	310.000000	91358.8   	310.000000	91670.7   	310.000000	591.993   	310.000000	279.934   	310.000000	486.578   	310.000000	405.739   	310.000000	532.883   	
320.000000	97410.3   	320.000000	96249.5   	320.000000	96158.9   	320.000000	96491.4   	320.000000	620.134   	320.000000	293.414   	320.000000	510.128   	320.000000	425.54    	320.000000	559.96    	
330.000000	102333    	330.000000	101117    	330.000000	101036    	330.000000	101390    	330.000000	648.501   	330.000000	307.053   	330.000000	533.906   	330.000000	445.569   	330.000000	587.4     	
340.000000	107332    	340.000000	106059    	340.000000	105988    	340.000000	106363    	340.000000	677.073   	340.000000	320.834   	340.000000	557.896   	340.000000	465.815   	340.000000	615.182   	
350.000000	112404    	350.000000	111071    	350.000000	111013    	350.000000	111410    	350.000000	705.835   	350.000000	334.751   	350.000000	582.086   	350.000000	486.268   	350.000000	643.296   	
360.000000	117547    	360.000000	116154    	360.000000	116108    	360.000000	116528    	360.000000	734.777   	360.000000	348.806   	360.000000	606.465   	360.000000	506.92    	360.000000	671.728   	
370.000000	122759    	370.000000	121303    	370.000000	121271    	370.000000	121714    	370.000000	763.876   	370.000000	362.997   	370.000000	631.018   	370.000000	527.759   	370.000000	700.461   	
380.000000	128039    	380.000000	126518    	380.000000	126501    	380.000000	126967    	380.000000	793.119   	380.000000	377.32    	380.000000	655.733   	380.000000	548.777   	380.000000	729.484   	
390.000000	133386    	390.000000	131797    	390.000000	131796    	390.000000	132285    	390.000000	822.499   	390.000000	391.765   	390.000000	680.601   	390.000000	569.967   	390.000000	758.787   	
400.000000	138796    	400.000000	137138    	400.000000	137153    	400.000000	137666    	400.000000	852       	400.000000	406.324   	400.000000	705.612   	400.000000	591.321   	400.000000	788.356   	
410.000000	144269    	410.000000	142538    	410.000000	142570    	410.000000	143109    	410.000000	881.606   	410.000000	420.993   	410.000000	730.753   	410.000000	612.827   	410.000000	818.178   	
420.000000	149803    	420.000000	147997    	420.000000	148047    	420.000000	148611    	420.000000	911.309   	420.000000	435.772   	420.000000	756.016   	420.000000	634.481   	420.000000	848.242   	
430.000000	155397    	430.000000	153513    	430.000000	153582    	430.000000	154170    	430.000000	941.102   	430.000000	450.658   	430.000000	781.394   	430.000000	656.276   	430.000000	878.542   	
440.000000	161049    	440.000000	159085    	440.000000	159172    	440.000000	159786    	440.000000	970.973   	440.000000	465.641   	440.000000	806.877   	440.000000	678.204   	440.000000	909.063   	
450.000000	166757    	450.000000	164710    	450.000000	164816    	450.000000	165457    	450.000000	1000.91   	450.000000	480.711   	450.000000	832.454   	450.000000	700.258   	450.000000	939.796   	
460.000000	172521    	460.000000	170388    	460.000000	170514    	460.000000	171180    	460.000000	1030.9    	460.000000	495.867   	460.000000	858.118   	460.000000	722.431   	460.000000	970.731   	
